,Tweet ID,name,date&time,Tweet Text,Favorite Count,tweets_ago,compound,positive,neutral,negative
135,1264154068471164931,CBS News,2020-05-23 11:19:51,"Here's what the ""new normal"" looks like around the country as America continues to battle the coronavirus pandemic https://t.co/E3rRxV3NvK https://t.co/dX14tPNvSE",33,35.0,-0.0258,0.108,0.779,0.113
136,1264149075752075265,CBS News,2020-05-23 11:00:01,Stunning image of a cosmic spiral reveals what could be first glimpse at the birth of a planet https://t.co/aYQF2vKf2r https://t.co/DQBfVPMVvg,180,36.0,0.3818,0.12,0.88,0.0
137,1264143931937349632,CBS News,2020-05-23 10:39:34,"Teen raises over $30,000 for frontline workers through his radio station https://t.co/0iQxwAaL2B https://t.co/8jsH41sipL",381,37.0,0.0,0.0,1.0,0.0
138,1264138881353515008,CBS News,2020-05-23 10:19:30,Trump wants to hold the G7 world leaders summit at the White House amid coronavirus crisis https://t.co/9E9viAJSH3 https://t.co/zXHyIt9xnH,109,38.0,-0.6249,0.0,0.806,0.194
139,1264133947467980800,CBS News,2020-05-23 09:59:54,FBI opens investigation into fatal police shooting of 26-year-old Breonna Taylor https://t.co/7r2qqnYAvL https://t.co/ayrUhfdIvN,145,39.0,-0.5423,0.0,0.774,0.226
140,1264128913896325120,CBS News,2020-05-23 09:39:54,Climate change is causing Antarctica's snow to turn green https://t.co/46x7fll8cI https://t.co/PODh206cPq,76,40.0,0.0,0.0,1.0,0.0
141,1264123883453665281,CBS News,2020-05-23 09:19:54,Basketball legend Patrick Ewing hospitalized with coronavirus https://t.co/WzkxPeunxn https://t.co/jUwICQf8rd,104,41.0,0.0,0.0,1.0,0.0
142,1264118874825515009,CBS News,2020-05-23 09:00:00,Retail worker creates Facebook support group for essential employees after she was allegedly attacked by a customer https://t.co/MkbfsQqRjS https://t.co/vLbPJeUfpZ,169,42.0,0.2023,0.202,0.672,0.126
143,1264113788850245633,CBS News,2020-05-23 08:39:48,Cows linked to E. coli lettuce outbreaks that sickened nearly 200 https://t.co/FH2qCFqzsq https://t.co/0lXkjOXIyk,49,43.0,-0.5423,0.0,0.774,0.226
144,1264108689771892736,CBS News,2020-05-23 08:19:32,Lori Loughlin and Mossimo Giannulli use Zoom to plead guilty in college admissions scandal https://t.co/RmdvDl0Cgh https://t.co/DuJdLzPOF7,53,44.0,-0.6908,0.0,0.711,0.289
145,1264103656514826245,CBS News,2020-05-23 07:59:32,Dying coral reefs turn vibrant neon colors in apparent last-ditch effort to survive https://t.co/vo4E3mTPQ6 https://t.co/ZlxOWUuu0z,199,45.0,0.5267,0.195,0.805,0.0
146,1264098698595831809,CBS News,2020-05-23 07:39:50,He started a music program in prison. Now the artists are dropping a mixtape from behind bars. https://t.co/MrsuXBProm https://t.co/P3JsHEQ9XB,183,46.0,-0.5106,0.0,0.845,0.155
147,1264093643222192130,CBS News,2020-05-23 07:19:44,18-year-old given months to live marries his high school sweetheart https://t.co/jy2wKXYLwN https://t.co/6Hn1TCE9kF,1151,47.0,0.6486,0.281,0.719,0.0
148,1264088597663268865,CBS News,2020-05-23 06:59:41,Restaurant owners clash with delivery services over high fees https://t.co/DWWcHR1uIT https://t.co/WhNTUDVdNX,38,48.0,0.0,0.0,1.0,0.0
149,1264083614570024960,CBS News,2020-05-23 06:39:53,Church that defied stay-at-home orders burned to the ground in suspected arson https://t.co/NmaJ55RExA https://t.co/KbPWarBZ4D,151,49.0,-0.2263,0.0,0.872,0.128
150,1264078567882788865,CBS News,2020-05-23 06:19:50,Next COVID-19 challenge? Reopening America's dentist offices https://t.co/3qPbfdDpG5 https://t.co/lGGD8jnQ5Q,81,50.0,0.0772,0.14,0.86,0.0
151,1264073452576821253,CBS News,2020-05-23 05:59:31,"Beaches brace for Memorial Day weekend crowds amid pandemic: ""We really don't know what to expect"" https://t.co/yd9rwnFECN https://t.co/4E545UTvdt",69,51.0,0.0,0.0,1.0,0.0
152,1264068492791353344,CBS News,2020-05-23 05:39:48,Hand sanitizer left in hot vehicles can explode https://t.co/FgdjJ0w9Rr https://t.co/oJiKeeGuXG,290,52.0,0.4939,0.262,0.738,0.0
153,1264063415309479936,CBS News,2020-05-23 05:19:38,China plans a clampdown that could end Hong Kong's dreams of democracy https://t.co/zRhjkhOYPo https://t.co/cYBruSfhAZ,102,53.0,0.4019,0.172,0.828,0.0
154,1264058480140451840,CBS News,2020-05-23 05:00:01,The University of California is phasing out the ACT/SAT https://t.co/mxTlERIxs6 https://t.co/TRjCoTALem,104,54.0,0.0,0.0,1.0,0.0
155,1264053423995006978,CBS News,2020-05-23 04:39:55,"The untold story of Brooke Skylar Richardson, the former Ohio high school cheerleader who was tried for the death of her baby https://t.co/Mo6GVfZ4n1 https://t.co/UmqRlpr7Q9",54,55.0,-0.4588,0.068,0.791,0.14
156,1264048372719239169,CBS News,2020-05-23 04:19:51,Two-faced kitten named Biscuits and Gravy born in Oregon https://t.co/xfJjwTXhT2 https://t.co/O4zu1qJpSx,260,56.0,0.0,0.0,1.0,0.0
157,1264043269593411585,CBS News,2020-05-23 03:59:34,"Veterans, musicians, teachers, and students will sound Taps across the U.S. on Memorial Day https://t.co/H58BUPNYA2 https://t.co/9apPIsDULC",107,57.0,0.0,0.0,1.0,0.0
158,1264038251922423809,CBS News,2020-05-23 03:39:38,Hertz files for bankruptcy https://t.co/5msRWIA2pJ https://t.co/k4kLG1LikX,85,58.0,0.0,0.0,1.0,0.0
159,1264033186578866176,CBS News,2020-05-23 03:19:30,"Moderna CEO and other execs made millions on vaccine announcement
https://t.co/yfVZNm0p65 https://t.co/BFuFpF5PIQ",96,59.0,0.0,0.0,1.0,0.0
160,1264028218677493766,CBS News,2020-05-23 02:59:46,"From Joe Exotic to Marilyn Monroe, these are the stars playing some of the most memorable people of all-time https://t.co/2B30a8IX1I https://t.co/7DTskOd50d",63,60.0,0.2023,0.083,0.917,0.0
161,1264023168068583424,CBS News,2020-05-23 02:39:42,Basketball legend Patrick Ewing hospitalized with coronavirus https://t.co/dhpNA8sdJ8 https://t.co/ez00NfHRrk,198,61.0,0.0,0.0,1.0,0.0
162,1264018115811311627,CBS News,2020-05-23 02:19:37,At least two men survived deadly plane crash in Pakistan https://t.co/PP3jueo4NV https://t.co/9oPjgvjJEQ,89,62.0,0.1531,0.206,0.625,0.169
163,1264013179098730499,CBS News,2020-05-23 02:00:00,"Biden expresses regret for saying black voters ""ain't black"" if they're considering Trump https://t.co/reRQq9IgEV https://t.co/oKIROohnEf",54,63.0,-0.4215,0.0,0.833,0.167
164,1264008090715852801,CBS News,2020-05-23 01:39:47,Residents and businesses in Central Michigan communities have sued the operator of the two dams that failed and forced thousands to evacuate https://t.co/BcGatulkDh https://t.co/JvQWBdsvxe,83,64.0,-0.743,0.0,0.777,0.223
165,1264003045051990021,CBS News,2020-05-23 01:19:44,NASA managers clear SpaceX Crew Dragon spacecraft for historic launch https://t.co/NDK0lFm6vY https://t.co/Xl4qZcuYry,106,65.0,0.3818,0.191,0.809,0.0
166,1263998080359292929,CBS News,2020-05-23 01:00:00,How Arlington National Cemetery is honoring the fallen amid the coronavirus pandemic https://t.co/zAbqij7qRS https://t.co/L5Z9F4AWcK,134,66.0,0.2023,0.185,0.674,0.14
167,1263992920597766145,CBS News,2020-05-23 00:39:30,Flooding forces evacuations in more Michigan communities https://t.co/hXStRehKiN https://t.co/z6maslS87L,78,67.0,0.0,0.0,1.0,0.0
168,1263987969792380930,CBS News,2020-05-23 00:19:50,"Retail job losses are now the highest on record: ""Astronomical"" layoffs https://t.co/6DTb0v1Vv9 https://t.co/uufTbhsKJX",216,68.0,-0.4019,0.0,0.816,0.184
169,1263982961210392576,CBS News,2020-05-22 23:59:56,Cows linked to E. coli lettuce outbreaks that sickened nearly 200 https://t.co/UsAbdZUK90 https://t.co/UeFXCxyAy7,26,69.0,-0.5423,0.0,0.774,0.226
170,1263977829244567552,CBS News,2020-05-22 23:39:32,"Husband sets up ""date nights"" outside wife's hospital room window as she awaits the birth of their son https://t.co/xPvtq8XqJs https://t.co/XjQelmfq8O",3016,70.0,0.0772,0.064,0.936,0.0
171,1263972831865589760,CBS News,2020-05-22 23:19:41,"Large study finds drug touted by Trump is ""not useful and may be harmful"" for COVID-19 patients https://t.co/1n3dyOZpFq https://t.co/bCWc8IUtVZ",276,71.0,-0.383,0.0,0.825,0.175
172,1263967970209992704,CBS News,2020-05-22 23:00:22,"President Trump said he is deeming houses of worship as essential services and will ""override"" governors who don't open them Memorial Day weekend.

White House Press Secretary Kayleigh McEnany later said this is ""hypothetical"" and ""up to the governors"" https://t.co/lpRne9LeBj https://t.co/M9XgcDKTFg",166,72.0,0.296,0.052,0.948,0.0
173,1263966640338808832,CBS News,2020-05-22 22:55:05,"RT @CBSEveningNews: Many Gold Star families will miss this year’s Memorial Day visit to @ArlingtonNatl.

Placing a flag at the grave of Ame…",0,73.0,-0.4939,0.0,0.833,0.167
174,1263966611695960073,CBS News,2020-05-22 22:54:58,RT @CBSEveningNews: Former VP Joe Biden is expressing regret after commenting that black voters “ain’t black” if they’re considering suppor…,0,74.0,-0.4215,0.0,0.872,0.128
175,1263966601650606081,CBS News,2020-05-22 22:54:55,RT @CBSEveningNews: Pakistan had only just resumed domestic flights when an Airbus A320 carrying nearly 100 people crashed in a residential…,0,75.0,0.0,0.0,1.0,0.0
176,1263966587461271558,CBS News,2020-05-22 22:54:52,"RT @CBSEveningNews: RACING TO A CURE: Two front-runners in the hunt for a COVID-19 vaccine have reported promising new findings.
 
The U.S.…",0,76.0,0.4019,0.114,0.886,0.0
177,1263966577122312192,CBS News,2020-05-22 22:54:50,"RT @CBSEveningNews: Pres. Trump demanded states reopen houses of worship on Friday, threatening to override governors.
 
After @POTUS deeme…",0,77.0,-0.4767,0.094,0.681,0.226
178,1263963935859978242,CBS News,2020-05-22 22:44:20,"RT @CBSEveningNews: Despite the lowest gas prices in 17 years, a new poll found 95% of Americans believe this holiday weekend is too soon t…",0,78.0,0.6496,0.188,0.812,0.0
179,1263963926569590784,CBS News,2020-05-22 22:44:18,RT @CBSEveningNews: The tens of millions of Americans who would ordinarily be traveling during Memorial Day weekend are likely staying home…,0,79.0,0.0,0.0,1.0,0.0
180,1263962754572070912,CBS News,2020-05-22 22:39:38,Retail worker creates Facebook support group for essential employees after she was allegedly attacked by a customer https://t.co/YltQhsYwWO https://t.co/GrIZmVe2hk,416,80.0,0.2023,0.202,0.672,0.126
181,1263957770430230543,CBS News,2020-05-22 22:19:50,FBI director orders internal review of Michael Flynn investigation https://t.co/RwwzCKQR69 https://t.co/KA2fVmktRB,74,81.0,0.0,0.0,1.0,0.0
182,1263947808341733377,CBS News,2020-05-22 21:40:15,More than 170 students in Manila were able to “walk” across the stage during their virtual graduation ceremony — thanks to their high school robotics team 🤖🎓 https://t.co/nEc2Dnomvd https://t.co/mI2m3Ne6Yt,904,82.0,0.4404,0.086,0.914,0.0
183,1263942715483570176,CBS News,2020-05-22 21:20:00,Dying coral reefs turn vibrant neon colors in apparent last-ditch effort to survive https://t.co/e379r4DTBx https://t.co/qp4EVhomvN,233,83.0,0.5267,0.195,0.805,0.0
184,1263939143471685632,CBS News,2020-05-22 21:05:49,".@DerrickNAACP said the Biden campaign should take the backlash following his comments as a ""lesson"" moving forward. ""In order for his campaign to win, he must garner more support from the African American community, and those comments take away from that"" https://t.co/Kp9ibWzOJf https://t.co/pdvgf3rZWU",169,84.0,0.7778,0.142,0.858,0.0
185,1263938158930132998,CBS News,2020-05-22 21:01:54,"RT @markknoller: CDC says its Guidance for opening Houses of Worship is ""non-binding public health guidance for consideration only; it is n…",0,85.0,0.296,0.095,0.905,0.0
186,1263938002134405120,CBS News,2020-05-22 21:01:17,"NAACP President and CEO @DerrickNAACP acknowledged that Biden has significant support in the African American community, but said he should work to maintain that critical support. ""You either win or lose with the support of the African American community"" https://t.co/Kp9ibWzOJf https://t.co/bD6g5w6Mjv",113,86.0,0.8422,0.277,0.607,0.116
187,1263937811012608005,CBS News,2020-05-22 21:00:31,"""You can't tell who's infected"": Dr. Deborah Birx encouraged Americans to go outside and enjoy Memorial Day, but also maintain social distancing — because people who ""look healthy"" could still have coronavirus. https://t.co/bLCtx7Myky https://t.co/j9GfcRRLKS",167,87.0,0.8028,0.235,0.765,0.0
188,1263936877050150912,CBS News,2020-05-22 20:56:48,"""You cannot take the African American vote for granted,"" @DerrickNAACP told CBSN's @reenaninan in response to Biden's remark that if black voters are undecided between him and President Trump, then they ""ain't black"" https://t.co/Kp9ibWzOJf https://t.co/JRC0veWjEy",108,88.0,0.0258,0.054,0.894,0.051
189,1263935190113624066,CBS News,2020-05-22 20:50:06,"NAACP President and CEO @DerrickNAACP tells CBSN he wishes public health experts, not politicians, would lead a national conversation about the disproportionate effect the pandemic has taken on communities of color: ""We are losing individuals for reasons that can be avoided"" https://t.co/8ffB7ZqVDc",123,89.0,-0.5267,0.035,0.855,0.11
190,1263933877783080961,CBS News,2020-05-22 20:44:53,He started a music program in prison. Now artists are dropping a mixtape from behind bars featuring rappers like J. Cole and Meek Mill https://t.co/I53ORHw5NP https://t.co/uGMoV2WfWl,115,90.0,-0.2023,0.084,0.805,0.111
191,1263930233121628164,CBS News,2020-05-22 20:30:24,"While his wife is on bed rest in the hospital, this husband has been setting up ""date nights"" outside of her window, as she awaits the birth of their son 💙 https://t.co/otUHmLTgXu https://t.co/NuVBlMHFwA",908,91.0,0.0772,0.038,0.962,0.0
192,1263930148367319043,CBS News,2020-05-22 20:30:04,The days before Memorial Day usually bring a prediction of how many Southern Californians will hit the road or fly for the unofficial start of summer. But AAA’s Memorial Day forecast this year was canceled for the first time in two decades because of COVID-19. https://t.co/mkHUIgSw2B,22,92.0,0.0,0.0,1.0,0.0
193,1263930061020897282,CBS News,2020-05-22 20:29:43,"RT @CBSDebriefing: Got #MemorialDay plans? 

@RWJF @DrRichBesser gives @MajorCBS the download on going out this weekend. 

The latest COVID…",0,93.0,0.0,0.0,1.0,0.0
194,1263926717418295296,CBS News,2020-05-22 20:16:26,NAACP president says Biden cannot take African American vote for granted https://t.co/W9aqhLS9kI https://t.co/51LO9m9K3J,434,94.0,0.25,0.143,0.857,0.0
195,1263922990393286658,CBS News,2020-05-22 20:01:38,"Eid al-Fitr starts this weekend, but plans for many Muslims around the world will be put on hold due to coronavirus. “It feels like the discipline of Ramadan is perpetually with us,” Zachary Wright, associate prof. at Northwestern University in Qatar, said https://t.co/1rKPXNx9ni https://t.co/0iuArjsXm7",49,95.0,0.5023,0.07,0.93,0.0
196,1263922582514008066,CBS News,2020-05-22 20:00:00,Billionaire Goldman Sachs exec says it's time to end coronavirus lockdown https://t.co/HatLOIIhny https://t.co/VHfOvoMqEc,308,96.0,0.0,0.0,1.0,0.0
197,1263918833112436736,CBS News,2020-05-22 19:45:06,WATCH: Security video footage shows the Pakistan International Airlines passenger plane as it crashed in Karachi Friday. PK 8303 went down with 91 passengers and 7 crew on board https://t.co/OuFskZrFZy https://t.co/rFmbDwyzy8,549,97.0,0.34,0.074,0.926,0.0
198,1263914941788098576,CBS News,2020-05-22 19:29:39,18-year-old given months to live marries his high school sweetheart https://t.co/OAZBWlkrCz https://t.co/SyoUTtF3tB,543,98.0,0.6486,0.281,0.719,0.0
199,1263914281793355776,CBS News,2020-05-22 19:27:01,"Social media usage is skyrocketing as people spend more time on their devices during the pandemic. One influencer with 1.2 million Instagram followers and a successful clothing line, says she’s collecting more likes and blog readers but also finding fewer business opportunities. https://t.co/Vg3SqJtzuX",36,99.0,0.7812,0.164,0.836,0.0
200,1264318966199132160,CNN,2020-05-23 22:15:06,"Without access to water and sanitation, basic precautions like handwashing are major challenges in parts of the developing world, writes Henk Ovink, a water-access official with the Dutch government and the UN https://t.co/DEi3SytITZ",122,0.0,0.4754,0.117,0.883,0.0
201,1264315201215758343,CNN,2020-05-23 22:00:08,"There may be hope yet for NBA fans. The NBA and the National Basketball Players Association are in talks with The Walt Disney Company about resuming the 2019-2020 season in late July.
https://t.co/t21o77DyDV",130,1.0,0.4404,0.083,0.917,0.0
202,1264311409732734976,CNN,2020-05-23 21:45:04,"A hairstylist worked while symptomatic and exposed 91 people to coronavirus, according to health officials. https://t.co/m1vLHbmXvL",469,2.0,-0.0772,0.0,0.92,0.08
203,1264307631868477446,CNN,2020-05-23 21:30:03,"North Dakota Gov. Doug Burgum became emotional Friday as he pleaded with residents not to divide themselves over mask wearing amid the coronavirus pandemic or shame those who choose to wear masks, but to instead be empathetic https://t.co/bpJuMeg1zd",368,3.0,0.4215,0.116,0.835,0.049
204,1264303853694078977,CNN,2020-05-23 21:15:03,"Sitting in marked socially distanced circles in parks, hugging through plastic, masks everywhere - this is our new normal in pictures https://t.co/lKZF437qP3",544,4.0,0.4215,0.118,0.882,0.0
205,1264300352305803264,CNN,2020-05-23 21:01:08,"Chief Justice John Roberts dedicated remarks to his son's graduating high school class to Covid-19, telling the seniors that the coronavirus pandemic ""has pierced our illusion of certainty and control."" https://t.co/sQx4eBfz2V",219,5.0,0.8126,0.231,0.769,0.0
206,1264298070369603586,CNN,2020-05-23 20:52:04,"Trump's campaign is planning to launch a $1 million advertising attack centered around Biden's comment to a popular black radio host that if anyone is struggling to decide whether to support Biden or Trump in the general election then he ""ain't black."" https://t.co/pmN5koFPHL",343,6.0,-0.1027,0.109,0.774,0.117
207,1264297195374891009,CNN,2020-05-23 20:48:35,"Americans took a small and cautious step to return to the skies this weekend, the start of the traditional summer travel season.
https://t.co/ofGba1PMEJ",155,7.0,-0.1027,0.0,0.94,0.06
208,1264295299176112128,CNN,2020-05-23 20:41:03,"President Trump was seen golfing at his Virginia club, marking his first visit to one of his golf properties since March amid the coronavirus pandemic https://t.co/2ZrPDajZHP",655,8.0,0.0,0.0,1.0,0.0
209,1264292781318713344,CNN,2020-05-23 20:31:03,"An Ohio teenager missing since Sunday has been found, the Highland County sheriff said
https://t.co/C82xzfjE3J",448,9.0,-0.296,0.0,0.864,0.136
210,1264290015577804803,CNN,2020-05-23 20:20:03,"During a recession, the cannabis industry's focus will be on the people who consider this good to be essential and want more bang for their buck
https://t.co/MV9W1Rn4jF",356,10.0,0.2204,0.149,0.763,0.089
211,1264288939755659274,CNN,2020-05-23 20:15:47,President Trump's visit to Arlington National Cemetery to commemorate Memorial Day is happening in spite of a plea for Trump to rethink his visit Baltimore's mayor https://t.co/nEz7IiLK9W,218,11.0,-0.5267,0.0,0.884,0.116
212,1264287495472197637,CNN,2020-05-23 20:10:02,Miami-Dade authorities have arrested and charged a woman in the death of her 9-year-old son with autism after they say she falsely accused two black men of abducting him https://t.co/xTsfH8aHsi,405,12.0,-0.875,0.0,0.703,0.297
213,1264285012033224708,CNN,2020-05-23 20:00:10,A bald eagle is finally able to fly home after spending two months recovering from lead poisoning https://t.co/u9xUWmJuAH,545,13.0,-0.5859,0.0,0.817,0.183
214,1264283232033480706,CNN,2020-05-23 19:53:06,"There are some who say that if anyone is offended by Biden's latest comments, they aren't paying attention to what Biden is really saying | Analysis by John Blake https://t.co/1TYoXn5wOz",1559,14.0,-0.25,0.0,0.935,0.065
215,1264280951775023105,CNN,2020-05-23 19:44:02,"As doctors struggle valiantly to save lives, the country's President, Jair Bolsonaro, seems more focused on another sick patient: his country's economy. https://t.co/RSi2zris3o",271,15.0,0.1263,0.199,0.619,0.182
216,1264278201137803272,CNN,2020-05-23 19:33:06,"Texas Attorney General Ken Paxton, long at the forefront of Republican efforts to undo Obama-era policies through the courts, is emerging as a key warrior in President Trump's growing fight against expanding mail-in voting amid the coronavirus pandemic. https://t.co/FaKvtt0Ql2",105,16.0,-0.2263,0.041,0.896,0.063
217,1264277457982586880,CNN,2020-05-23 19:30:09,"Sitting in marked socially distanced circles in parks, hugging through plastic, masks everywhere - this is our new normal in pictures https://t.co/Z7fl8dhskC",565,17.0,0.4215,0.118,0.882,0.0
218,1264275673667026948,CNN,2020-05-23 19:23:04,"A 1-year-old chef is cooking up a storm on social media, with more than a million followers on Instagram tuning in to ""Kobe Eats"" to enjoy his baby-faced tutorials https://t.co/V8mdVEtLwY",693,18.0,0.4939,0.099,0.901,0.0
219,1264273176915304451,CNN,2020-05-23 19:13:09,"RT @CNNnewsroom: -What will classrooms look like in the fall?

-If you have one child who is immune-compromised, should all your kids stay…",0,19.0,0.3612,0.102,0.898,0.0
220,1264273155419451397,CNN,2020-05-23 19:13:03,"Federal officials issued warning letters to two groups this week, accusing them of selling fraudulent and unapproved products related to Covid-19. https://t.co/3nYDX0HHTO",177,20.0,-0.8271,0.0,0.65,0.35
221,1264270634823139328,CNN,2020-05-23 19:03:03,"President Trump made another play to his base, declaring churches and houses of worship ""essential"" and sharply warning the nation's governors that he would ""override"" any actions taken that interfere with the resumption of religious services | Analysis https://t.co/9HuQdSNxBy",397,21.0,0.296,0.107,0.837,0.056
222,1264268116441337857,CNN,2020-05-23 18:53:02,The drop in air travel due to the Covid-19 pandemic has meant that Alaska's Anchorage International Airport has overtaken the likes of Hartsfield-Jackson Atlanta and London Heathrow to briefly become the world's busiest airport https://t.co/dZyTDr0HDF,467,22.0,0.1779,0.074,0.871,0.055
223,1264265621799407617,CNN,2020-05-23 18:43:07,"An ADHD coach and educator share how parents can help their kids thrive in remote learning, balance homeschooling with a neurodivergent child while working from home and work through frustrations together https://t.co/diRxxYNRVq",210,23.0,0.2263,0.133,0.786,0.081
224,1264263093946847233,CNN,2020-05-23 18:33:05,"Georgia is definitely in play in the 2020 presidential election, even if it isn't as strong a pickup opportunity for Democrats as some other states. https://t.co/Q4pBOBq79q",486,24.0,0.6367,0.242,0.675,0.083
225,1264260334317166593,CNN,2020-05-23 18:22:07,"CNN talked to ""Top Chef"" and ""Mind of a Chef"" alum Ed Lee, who has restaurants in Louisville, Kentucky, and around Washington, DC, to get his thoughts on whether restaurants can survive the Covid-19 shutdown and what they'll look like in the future https://t.co/GJg87oAFea",145,25.0,0.5106,0.093,0.907,0.0
226,1264257805554528258,CNN,2020-05-23 18:12:04,Thrift stores around the country are getting a deluge of donations from people who've had months to think about the things they don't need while sheltering at home during the coronavirus pandemic https://t.co/KTAxvWdXJz,490,26.0,0.0,0.0,1.0,0.0
227,1264254825447018498,CNN,2020-05-23 18:00:13,When do you think this pandemic began? Join @FareedZakaria to learn what he discovered. CNN Special Report – China’s Deadly Secret airs Sunday at 9 p.m. ET/PT https://t.co/DdpveMaY7j,250,27.0,0.5994,0.159,0.841,0.0
228,1264253276767293441,CNN,2020-05-23 17:54:04,"Fred Yonnet offers a creative solution to unite his band, Frederic Yonnet and The Band with No Name, and play safely, during the pandemic https://t.co/oPOmYjrHWq",95,28.0,0.8225,0.327,0.606,0.067
229,1264250756653342722,CNN,2020-05-23 17:44:03,Joe Biden is adopting some of his former Democratic presidential primary rivals' best-known tactics as he seeks to bridge the party's gaps headed into his general election match-up against President Trump https://t.co/2KzRModhWK,379,29.0,0.0,0.0,1.0,0.0
230,1264247991860428802,CNN,2020-05-23 17:33:04,"Astronomers have spotted a massive disk galaxy, not unlike our own, that formed 12.5 billion years ago when our 13.8 billion-year-old universe was only a tenth of its current age. https://t.co/31UIWYMw9m",1294,30.0,0.0,0.0,1.0,0.0
231,1264245220666998785,CNN,2020-05-23 17:22:03,"Moderna's chief financial officer and chief medical officer executed options and sold nearly $30 million of shares combined on Monday and Tuesday, SEC filings reviewed by CNN Business show https://t.co/hRI30ljYdH",535,31.0,0.296,0.071,0.929,0.0
232,1264244392614862848,CNN,2020-05-23 17:18:46,".@npwcnn goes inside one of Sao Paulo’s favelas, home to some of Brazil’s poorest areas, where emergency workers are struggling to treat people with Covid-19 as confirmed cases skyrocket in the country. https://t.co/Lt8KaPE3B0 https://t.co/k7dLl5M6xb",224,32.0,-0.7351,0.065,0.721,0.214
233,1264242449830076425,CNN,2020-05-23 17:11:03,"NASA is seeking US citizens for an eight-month study on social isolation in preparation for missions to Mars and the moon.
https://t.co/pJwaZATOqG",560,33.0,-0.4019,0.0,0.886,0.114
234,1264239731967229953,CNN,2020-05-23 17:00:15,Nike has turned to King James to carry out its latest message about how sports can teach us a lot about hope and perseverance when times are tough https://t.co/7ESF3kRNJE,301,34.0,0.34,0.092,0.86,0.048
235,1264235669091749891,CNN,2020-05-23 16:44:06,"Rescue crews have retrieved the data recorder from the Pakistan International Airlines plane that crashed on Friday, killing at least 97 passengers and crew members https://t.co/68YaUNzp55",321,35.0,-0.2732,0.104,0.757,0.139
236,1264232890314956805,CNN,2020-05-23 16:33:04,"Spandau Ballet front man and 1980s icon Tony Hadley has stepped in to solve a bizarre controversy erupting in Singapore, earning a man a cash prize by clarifying exactly how the star's surname is pronounced https://t.co/zZUp6vfmIN",180,36.0,0.4215,0.126,0.817,0.057
237,1264230125559853056,CNN,2020-05-23 16:22:04,"As Europe's beaches fill up with sunseekers, alarmed authorities face the challenge of keeping coronavirus in check while giving citizens the space and respite they need after months of lockdown restrictions. https://t.co/yYTAqcFEZI",595,37.0,0.0772,0.105,0.826,0.068
238,1264227600211283968,CNN,2020-05-23 16:12:02,The nation's rental car companies are in deep trouble. And that's another blow for the already struggling auto industry. https://t.co/YfsvJOv7sm,327,38.0,-0.6705,0.0,0.766,0.234
239,1264222819858157568,CNN,2020-05-23 15:53:03,"More than 125 San Francisco firefighters are battling a four-alarm warehouse fire Saturday on Pier 45, the city's fire department says. The blaze was first reported at 4:17 a.m. local time (7:17 a.m. ET) and has been contained to a section of the pier. https://t.co/NKwbyoBlst",450,39.0,-0.7096,0.0,0.859,0.141
240,1264221320226713607,CNN,2020-05-23 15:47:05,"The number of coronavirus-related deaths in New York is below 100, down to 84 deaths yesterday, according to Gov. Cuomo.

“For me, it's just a sign that we're making real progress,” he says. https://t.co/kgEdv6RaP4 https://t.co/FfpYNGYYrz",452,40.0,0.0772,0.037,0.963,0.0
241,1264220568917889026,CNN,2020-05-23 15:44:06,"""Look, I know your anger, but recusal was required by law. I did my duty &amp; you're damn fortunate I did. It protected the rule of law &amp; resulted in your exoneration,"" former Trump-appointed AG Jeff Sessions said in a late Friday tweet directed at Trump https://t.co/NZuUnXyVap",391,41.0,0.4215,0.136,0.76,0.104
242,1264220126641078272,CNN,2020-05-23 15:42:20,"Gatorland in Orlando is reopening today, and the park will be implementing temperature checks and is giving away free face masks to guests.

“We’re very serious about safety,” Gatorland President and CEO Mark McHugh says. https://t.co/KuSncMGGii",209,42.0,0.6258,0.141,0.819,0.04
243,1264217290150739968,CNN,2020-05-23 15:31:04,"Scientists at NASA say we're currently in a ""Grand Solar Minimum."" The last occurrence was between 1650 and 1715, during what's known as the Little Ice Age.

But this solar minimum won't spark another ice age, they say. That's likely due to climate change. https://t.co/uDCgMUl9kW",601,43.0,0.0003,0.043,0.915,0.043
244,1264216108615303170,CNN,2020-05-23 15:26:22,"North Dakota Gov. Doug Burgum fought back tears in a news conference: “If someone is wearing a mask, they're not doing it to represent what political party they're in … They might be doing it because they’ve got a 5-year-old child who’s been going through cancer treatments” https://t.co/ovQa4MK5YN",1647,44.0,-0.7096,0.049,0.796,0.156
245,1264215420640342018,CNN,2020-05-23 15:23:38,"A four-alarm fire has destroyed a quarter of San Francisco’s Pier 45, officials say. https://t.co/98Wg3J9Cs8 https://t.co/2OjJTLNcyM",1083,45.0,-0.6808,0.0,0.714,0.286
246,1264213509480624128,CNN,2020-05-23 15:16:03,The pandemic could reshape the world order. Trump's chaotic strategy is accelerating US losses | Analysis by @NicRobertsonCNN https://t.co/mzxmEJcSvw,315,46.0,-0.7096,0.0,0.742,0.258
247,1264209992971964417,CNN,2020-05-23 15:02:04,"A 20-year-old man is facing assault and battery charges after a video surfaced of him attacking a 75-year-old man at a nursing home in Detroit, according to police. https://t.co/5GrX7LsJ7r",343,47.0,-0.836,0.0,0.745,0.255
