,city name,country,date,lon,lat,max temp,humidity,cloudiness,wind speed
366,Nadym,RU,1590273241,72.52,65.53,49.89,80,100,11.63
367,Acapulco de Juárez,MX,1590272961,-99.89,16.86,84.2,70,5,12.75
368,Necochea,AR,1590273241,-58.74,-38.55,46.99,78,100,1.99
369,Kushima,JP,1590273241,131.23,31.46,69.8,88,40,11.41
370,Darnah,LY,1590273241,22.64,32.77,66.43,77,0,11.27
371,Cap Malheureux,MU,1590273241,57.61,-19.98,68.0,76,0,4.0
372,Mahibadhoo,MV,1590273241,72.97,3.78,84.31,77,87,21.68
373,Vredendal,ZA,1590273241,18.5,-31.67,54.0,82,0,2.84
374,Broken Hill,AU,1590273241,141.43,-31.95,48.2,93,90,17.22
375,Sept-Îles,CA,1590273241,-66.38,50.2,46.4,39,20,10.29
376,Zhicheng,CN,1590273241,111.5,30.3,75.0,69,73,4.16
377,Lüderitz,NA,1590272754,15.16,-26.65,57.2,82,0,2.24
378,Tiznit Province,MA,1590273241,-9.5,29.58,81.88,23,22,1.74
379,Agadez,NE,1590273241,10.25,19.75,88.12,32,97,7.45
380,Bethel,US,1590273241,-73.41,41.37,57.0,82,90,9.17
381,Tokur,RU,1590273241,132.9,53.13,46.83,55,96,4.32
382,Baheri,IN,1590273241,79.5,28.78,84.69,22,89,5.48
383,Eisenberg,DE,1590273241,11.9,50.97,51.01,70,89,11.12
384,Pangnirtung,CA,1590273242,-65.71,66.15,26.13,93,92,6.4
385,Goshāinganj,IN,1590273242,82.38,26.58,84.58,55,46,5.41
386,Dukat,RU,1590273242,155.55,62.55,33.6,87,32,2.66
387,Nguru,NG,1590273242,10.45,12.88,90.52,32,19,1.97
388,Grande Prairie,CA,1590273242,-118.8,55.17,66.2,45,75,8.05
389,Lavrentiya,RU,1590273242,-171.0,65.58,33.71,96,97,2.06
390,Santo Tomas,PH,1590273013,121.14,14.11,80.6,88,75,1.72
391,Kwang Binh,VN,1590273236,106.6,17.48,79.57,81,100,7.18
392,Ancud,CL,1590273242,-73.82,-41.87,59.0,100,90,12.75
393,Tessalit,ML,1590273242,1.01,20.2,79.36,23,0,7.56
394,Karratha,AU,1590273242,116.85,-20.74,69.51,54,68,22.1
395,Pandamatenga,BW,1590273242,25.63,-18.53,54.81,56,0,1.88
396,Marabu,MY,1590273242,114.01,4.41,78.8,94,75,8.05
397,Fairbanks,US,1590273242,-147.72,64.84,73.0,23,1,5.12
398,Sur,OM,1590273242,59.53,22.57,83.82,71,0,12.46
399,Itupiranga,BR,1590273242,-49.33,-5.13,80.6,94,75,2.06
400,Cidreira,BR,1590273242,-50.21,-30.18,59.74,77,33,15.48
401,Bandi̇̄pur,NP,1590273242,84.42,27.93,65.26,93,75,2.39
402,El Alto,PE,1590273243,-81.21,-4.27,68.31,80,4,16.98
403,Truro,GB,1590272999,-5.05,50.27,54.0,87,81,13.87
404,Saint-Augustin,CA,1590273243,-58.65,51.23,45.12,56,25,14.94
405,Kanchanaburi,TH,1590273243,99.1,14.63,78.17,86,100,1.19
406,Aasiaat,GL,1590273243,-52.87,68.71,35.82,84,0,10.96
407,Vaitape,PF,1590273243,-151.75,-16.52,81.7,76,1,18.45
408,Port Moresby,PG,1590273243,147.18,-9.44,77.0,94,75,11.41
409,Sungai Raya,ID,1590273243,108.9,0.7,78.67,89,93,7.09
410,Kushmurun,KZ,1590273243,64.63,52.45,67.06,61,88,8.72
411,Barcelos,PT,1590273143,-8.62,41.54,68.0,87,80,4.59
412,Vostok,RU,1590273243,135.88,46.49,52.18,88,95,2.13
413,Cervo,ES,1590273243,-7.41,43.67,54.0,92,100,11.99
414,Date,JP,1590273243,140.87,42.47,55.63,82,97,2.01
415,Médéa,DZ,1590273083,2.75,36.26,62.6,93,0,2.24
416,Pacific Grove,US,1590273000,-121.92,36.62,71.01,45,1,9.17
417,Katherine,AU,1590273243,132.27,-14.47,59.0,44,78,11.41
418,Mercedes,AR,1590273243,-59.43,-34.65,51.01,40,40,1.01
419,Codrington,AU,1590273243,141.97,-38.27,51.44,74,82,12.46
420,Mikhaylovsk,RU,1590273243,42.03,45.13,44.6,75,0,6.71
421,Arrondissement d'Ajaccio,FR,1590273243,8.92,42.0,62.6,77,77,4.7
422,Nikel,RU,1590273243,30.22,69.41,42.8,52,45,23.04
423,Tongliao,CN,1590273243,122.27,43.61,60.17,65,0,6.22
424,Xai-Xai,MZ,1590273244,33.64,-25.05,64.65,85,0,2.66
425,Daru,PG,1590273244,143.21,-9.08,78.24,84,92,12.66
426,Los Llanos de Aridane,ES,1590273244,-17.92,28.66,69.8,83,100,17.22
427,Grand Gaube,MU,1590273244,57.66,-20.01,68.0,76,0,4.0
428,Severnyy,RU,1590273244,36.55,50.68,42.8,93,75,6.71
429,La Ronge,CA,1590273244,-105.28,55.1,51.8,66,90,16.11
430,San Juan del Cesar,CO,1590273244,-73.0,10.77,81.64,84,97,3.04
431,Tsimmerbude,RU,1590273244,20.13,54.67,50.0,93,90,2.24
432,Cuerámaro,MX,1590273244,-101.72,20.62,89.6,7,5,13.87
433,Nizhneangarsk,RU,1590273244,109.55,55.78,51.22,56,6,8.95
434,Nanortalik,GL,1590273244,-45.24,60.14,43.74,67,100,3.78
435,Innisfail,AU,1590273244,146.03,-17.53,51.01,57,24,4.0
436,Thākurganj,IN,1590273244,88.13,26.45,76.14,83,71,6.85
437,Tsaratanana,MG,1590273244,47.65,-16.78,66.96,76,0,10.47
438,Huanan,CN,1590273244,130.52,46.22,51.89,91,100,8.14
439,Mezen',RU,1590273244,44.24,65.85,32.0,91,23,3.04
440,Santa Cruz de la Sierra,BO,1590273184,-63.17,-17.8,64.4,36,75,13.87
441,Jerusalem,IL,1590273017,35.22,31.77,61.0,86,27,13.0
442,Cartagena del Chairá,CO,1590272973,-74.84,1.33,80.13,85,100,2.35
443,Yakeshi,CN,1590273244,120.73,49.28,44.24,72,21,15.73
444,Burnie,AU,1590273245,145.92,-41.07,53.01,76,2,3.0
445,Ahipara,NZ,1590273245,173.17,-35.17,63.03,89,100,12.5
446,Baie-Comeau,CA,1590273245,-68.15,49.22,48.2,36,1,13.87
447,Dzhebariki-Khaya,RU,1590273245,135.8,62.22,54.19,40,97,3.83
448,Bonthe,SL,1590273245,-12.51,7.53,79.43,86,95,2.8
449,Yanam,IN,1590273245,82.22,16.73,80.87,95,50,2.64
450,Alice Springs,AU,1590273116,133.88,-23.7,41.0,68,75,5.82
451,Iaciara,BR,1590273245,-46.63,-14.1,73.51,79,40,2.21
452,Makkah al Mukarramah,SA,1590273038,39.83,21.43,84.29,30,0,2.62
453,Marovoay,MG,1590273245,46.63,-16.1,71.6,88,20,2.24
454,Upata,VE,1590273245,-62.4,8.01,84.99,65,74,5.01
455,São José da Coroa Grande,BR,1590273245,-35.15,-8.9,78.51,88,9,9.48
456,Kralendijk,BQ,1590273245,-68.27,12.15,84.2,70,100,21.92
457,Marawi,PH,1590273245,124.29,8.0,73.99,89,66,7.0
458,Amparafaravola,MG,1590273245,48.22,-17.58,60.04,92,48,3.56
459,Alihe,CN,1590273245,123.72,50.57,49.64,74,98,8.84
460,Awjilah,LY,1590273245,21.29,29.11,71.01,43,0,15.05
461,Port Lincoln,AU,1590273245,135.87,-34.73,56.82,68,98,10.33
462,Abu Samrah,SY,1590273245,37.18,35.3,61.32,71,0,13.85
463,Kashgar,CN,1590273245,75.98,39.45,68.0,27,0,8.95
464,Mamakan,RU,1590273245,114.0,57.82,56.07,39,10,0.89
465,Nuuk,GL,1590273245,-51.72,64.18,39.2,80,0,8.05
466,Taoudenni,ML,1590273246,-3.98,22.68,86.47,25,0,15.12
467,Hvolsvollur,IS,1590273246,-20.22,63.75,46.99,65,0,5.01
468,Lubbock,US,1590273204,-101.83,33.6,87.8,43,75,16.11
469,Bom Jesus da Lapa,BR,1590273246,-43.42,-13.26,78.8,74,43,2.24
470,Antalaha,MG,1590273246,50.28,-14.9,72.12,89,62,9.44
471,Porecatu,BR,1590273246,-51.38,-22.76,55.4,71,84,8.05
472,Rio Rancho,US,1590273232,-106.66,35.23,84.99,10,1,14.99
473,Chardara,KZ,1590273246,67.97,41.25,73.8,47,0,2.44
474,Qaqortoq,GL,1590273246,-46.03,60.72,55.4,28,28,13.87
475,Baoying,CN,1590273246,119.31,33.23,78.01,99,22,1.01
476,Castro Urdiales,ES,1590273246,-3.22,43.38,55.0,87,20,2.24
477,Vágur,FO,1590273246,-6.81,61.47,47.1,92,97,26.11
478,Smidovich,RU,1590273246,133.82,48.6,52.59,78,99,11.81
479,Puerto Cabezas,NI,1590273246,-83.39,14.04,83.77,78,88,6.33
480,Juneau,US,1590273225,-134.42,58.3,57.2,62,90,5.82
481,Yibin,CN,1590273246,104.62,28.77,72.18,77,100,7.02
482,Tricase,IT,1590273246,18.36,39.93,60.8,77,5,3.36
483,Midland,US,1590273208,-102.08,32.0,89.6,38,40,27.51
484,Russell,US,1590273043,-85.2,32.35,89.6,49,20,2.75
485,Valdivia,CL,1590273246,-73.25,-39.81,48.2,100,90,3.36
486,Dwārka,IN,1590273246,68.97,22.24,82.76,82,0,13.56
487,Beringovskiy,RU,1590273246,179.32,63.05,32.04,98,96,13.0
488,Qarqīn,AF,1590273246,66.04,37.42,81.14,23,0,1.48
489,Marzuq,YE,1590273247,46.47,14.4,80.87,39,83,5.68
490,Bahía Blanca,AR,1590273038,-62.27,-38.72,53.96,42,100,16.42
491,San Cristobal,VE,1590273247,-72.22,7.77,91.4,41,40,25.28
492,Rendsburg,DE,1590273247,9.67,54.3,52.0,76,40,8.05
493,Mt. Pleasant,US,1590273247,-79.86,32.79,84.2,70,1,8.05
494,Boende,CD,1590273247,20.87,-0.22,72.72,96,89,2.01
495,San-Pédro,CI,1590273247,-6.64,4.75,77.88,90,84,3.47
496,Madera,US,1590273247,-119.83,37.17,82.0,28,0,1.01
497,Khāsh,IR,1590273247,61.22,28.22,71.29,46,0,4.27
498,Alexandria,EG,1590273050,29.96,31.22,68.0,56,40,20.8
499,Belmonte,BR,1590273247,-38.88,-15.86,75.2,88,75,4.7
500,Puerto Nariño,CO,1590273247,-70.38,-3.77,87.8,74,75,2.24
501,Longhua,CN,1590273247,114.19,23.61,75.4,88,14,1.21
502,Soyo,AO,1590273247,12.37,-6.13,78.49,86,1,6.51
503,Buinsk,RU,1590273247,48.28,54.95,53.6,76,90,13.42
504,Kalabo,ZM,1590273247,22.68,-14.97,56.66,48,0,5.28
505,Copiapó,CL,1590273076,-70.33,-27.37,59.0,77,0,10.29
506,Harper,LR,1590273247,-7.72,4.38,79.23,85,11,5.79
507,Mizusawa,JP,1590273247,141.13,39.13,64.94,81,54,2.06
508,Diamantino,BR,1590273019,-56.45,-14.41,61.27,77,97,10.27
509,Taksimo,RU,1590273247,114.88,56.34,52.83,42,67,2.04
510,Saint Paul,US,1590273019,-93.09,44.94,71.6,68,75,6.93
511,Ulladulla,AU,1590273248,150.47,-35.35,57.2,76,90,17.22
512,Grand-Lahou,CI,1590273248,-5.02,5.14,78.84,87,88,6.69
513,Pozo Colorado,PY,1590273248,-58.8,-23.49,53.85,67,0,3.69
514,Funadhoo,MV,1590273248,73.27,6.15,83.68,80,26,15.95
515,Lunel,FR,1590273248,4.14,43.68,64.4,59,90,6.93
516,Yambio,SS,1590273248,28.4,4.57,68.09,96,52,2.1
517,Te Anau,NZ,1590273248,167.72,-45.42,50.65,77,78,2.19
518,Mahon,ES,1590272974,4.27,39.89,68.0,82,85,16.11
519,Calbuco,CL,1590273248,-73.13,-41.77,50.0,93,90,21.92
520,Smithers,CA,1590273240,-127.17,54.78,64.4,36,75,3.36
521,Berkåk,NO,1590273248,10.01,62.83,52.0,65,1,1.99
522,Markala,ML,1590273248,-6.07,13.7,90.79,11,1,6.87
523,San Quintín,MX,1590273248,-115.95,30.48,65.77,63,0,18.12
524,Saquarema,BR,1590273248,-42.51,-22.92,77.0,83,59,4.7
525,Beloha,MG,1590273248,45.05,-25.17,68.58,81,74,8.41
526,Mayo,US,1590273248,-76.51,38.89,79.0,71,37,1.99
527,Beberibe,BR,1590273248,-38.13,-4.18,82.4,78,40,6.93
528,Asău,RO,1590273248,26.4,46.43,43.0,83,56,3.69
529,Marrakesh,MA,1590273248,-8.01,31.63,86.0,30,40,4.7
