,Total Surveyed,Total Bootcamp attendees,% attended bootcamp,Avg Age,Has Degree,%Male,%Female,%None Gender Specific,Average Post Bootcamp Salary
0,15620,953,6.101152368758003,31.066014669926652,66.84155299055614,52.04616998950682,34.20776495278069,1.154249737670514,63740.50606060606
