,Name,Age,Nationality,Overall,Potential,Club,Preferred Position,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
17980,L. Sackey,18,Ghana,46,64,Scunthorpe United,ST,29.0,45.0,38.0,29.0,30.0,29.0,40.0,45.0,30.0,38.0,29.0,30.0,31.0,29.0,38.0,29.0,40.0,45.0,30.0,38.0,29.0,30.0,31.0,29.0,38.0,31.0
